epc_code,product_serial,product_name,hub_type,event_type,event_time
001.8805843.584374.000001295,1295,Product 1,Gwangju,stock_outbound(Sell),2025-03-18 10:40
001.8805843.584374.000001295,1295,Product 1,Gwangju,stock_inbound(HUB),2025-04-14 23:06
001.8805843.584374.000001295,1295,Product 1,Yeongju,WMS_outbound,2025-04-15 2:04
001.8805843.584374.000001295,1295,Product 1,Gwangju,stock_inbound(Wholesaler),2025-04-19 10:43
001.8805843.584374.000001296,1296,Product 1,Busan,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001296,1296,Product 1,Yeongju,aggregation,2025-01-21 18:22
001.8805843.584374.000001296,1296,Product 1,Busan,stock_outbound(HUB),2025-01-31 19:06
001.8805843.584374.000001296,1296,Product 1,Yeongju,commissioning,2025-02-08 8:50
001.8805843.584374.000001296,1296,Product 1,Busan,stock_outbound(Wholesaler),2025-02-08 18:23
001.8805843.584374.000001296,1296,Product 1,Yeongju,WMS_inbound,2025-02-21 5:42
001.8805843.584374.000001296,1296,Product 1,Busan,stock_outbound(Sell),2025-02-21 8:29
001.8805843.584374.000001296,1296,Product 1,Busan,stock_inbound(HUB),2025-03-14 9:07
001.8805843.584374.000001296,1296,Product 1,Yeongju,WMS_outbound,2025-03-14 15:05
001.8805843.584374.000001296,1296,Product 1,Busan,stock_inbound(Wholesaler),2025-04-15 20:26
001.8805843.584374.000001297,1297,Product 1,Daejeon,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001297,1297,Product 1,Yeongju,aggregation,2025-02-21 18:00
001.8805843.584374.000001297,1297,Product 1,Daejeon,stock_outbound(HUB),2025-01-21 18:50
001.8805843.584374.000001297,1297,Product 1,Yeongju,commissioning,2025-01-27 2:11
001.8805843.584374.000001297,1297,Product 1,Daejeon,stock_outbound(Wholesaler),2025-01-27 8:15
001.8805843.584374.000001297,1297,Product 1,Yeongju,WMS_inbound,2025-02-21 10:46
001.8805843.584374.000001297,1297,Product 1,Daejeon,stock_outbound(Sell),2025-02-21 16:08
001.8805843.584374.000001297,1297,Product 1,Daejeon,stock_inbound(HUB),2025-03-19 9:00
001.8805843.584374.000001297,1297,Product 1,Yeongju,WMS_outbound,2025-03-19 18:16
001.8805843.584374.000001297,1297,Product 1,Daejeon,stock_inbound(Wholesaler),2025-04-08 13:06
001.8805843.584374.000001298,1298,Product 1,Gwangju,stock_inbound(Reseller),2025-01-31 17:54
001.8805843.584374.000001298,1298,Product 1,Yeongju,aggregation,2025-01-21 18:12
001.8805843.584374.000001298,1298,Product 1,Gwangju,stock_outbound(HUB),2025-01-21 18:27
001.8805843.584374.000001298,1298,Product 1,Yeongju,commissioning,2025-02-03 6:29
001.8805843.584374.000001298,1298,Product 1,Gwangju,stock_outbound(Wholesaler),2025-02-03 12:02
001.8805843.584374.000001298,1298,Product 1,Yeongju,WMS_inbound,2025-03-09 16:54
001.8805843.584374.000001298,1298,Product 1,Gwangju,stock_outbound(Sell),2025-03-09 20:01
001.8805843.584374.000001298,1298,Product 1,Gwangju,stock_inbound(HUB),2025-04-04 11:07
001.8805843.584374.000001298,1298,Product 1,Yeongju,WMS_outbound,2025-04-04 17:07
001.8805843.584374.000001298,1298,Product 1,Gwangju,stock_inbound(Wholesaler),2025-05-10 16:06
001.8805843.584374.000001299,1299,Product 1,Daegu,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001299,1299,Product 1,Yeongju,aggregation,2025-01-21 18:04
001.8805843.584374.000001299,1299,Product 1,Daegu,stock_outbound(HUB),2025-01-21 18:31
001.8805843.584374.000001299,1299,Product 1,Yeongju,commissioning,2025-02-24 2:30
001.8805843.584374.000001299,1299,Product 1,Daegu,stock_outbound(Wholesaler),2025-02-24 5:57
001.8805843.584374.000001299,1299,Product 1,Yeongju,WMS_inbound,2025-03-18 20:36
001.8805843.584374.000001299,1299,Product 1,Daegu,stock_outbound(Sell),2025-03-19 0:02
001.8805843.584374.000001299,1299,Product 1,Daegu,stock_inbound(HUB),2025-04-12 21:32
001.8805843.584374.000001299,1299,Product 1,Yeongju,WMS_outbound,2025-05-13 1:31
001.8805843.584374.000001299,1299,Product 1,Daegu,stock_inbound(Wholesaler),2025-05-13 4:21
001.8805843.584374.000001300,1300,Product 1,Daejeon,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001300,1300,Product 1,Yeongju,aggregation,2025-01-21 17:59
001.8805843.584374.000001300,1300,Product 1,Daejeon,stock_outbound(HUB),2025-01-21 18:29
001.8805843.584374.000001300,1300,Product 1,Yeongju,commissioning,2025-02-24 4:36
001.8805843.584374.000001300,1300,Product 1,Daejeon,stock_outbound(Wholesaler),2025-02-24 7:51
001.8805843.584374.000001300,1300,Product 1,Yeongju,WMS_inbound,2025-03-13 18:20
001.8805843.584374.000001300,1300,Product 1,Daejeon,stock_outbound(Sell),2025-03-14 6:39
001.8805843.584374.000001300,1300,Product 1,Daejeon,stock_inbound(HUB),2025-04-06 4:38
001.8805843.584374.000001300,1300,Product 1,Yeongju,WMS_outbound,2025-04-06 11:49
001.8805843.584374.000001300,1300,Product 1,Daejeon,stock_inbound(Wholesaler),2025-05-01 23:02
001.8805843.584374.000001301,1301,Product 1,Daejeon,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001301,1301,Product 1,Yeongju,aggregation,2025-01-21 18:01
001.8805843.584374.000001301,1301,Product 1,Daejeon,stock_outbound(HUB),2025-01-21 18:28
001.8805843.584374.000001301,1301,Product 1,Yeongju,commissioning,2025-02-03 18:00
001.8805843.584374.000001301,1301,Product 1,Daejeon,stock_outbound(Wholesaler),2025-02-03 21:23
001.8805843.584374.000001301,1301,Product 1,Yeongju,WMS_inbound,2025-02-14 12:02
001.8805843.584374.000001301,1301,Product 1,Daejeon,stock_outbound(Sell),2025-02-14 20:02
001.8805843.584374.000001301,1301,Product 1,Daejeon,stock_inbound(HUB),2025-02-25 11:39
001.8805843.584374.000001301,1301,Product 1,Yeongju,WMS_outbound,2025-03-07 17:54
001.8805843.584374.000001301,1301,Product 1,Daejeon,stock_inbound(Wholesaler),2025-03-15 17:29
001.8805843.584374.000001302,1302,Product 1,Daejeon,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001302,1302,Product 1,Yeongju,aggregation,2025-01-21 18:13
001.8805843.584374.000001302,1302,Product 1,Daejeon,stock_outbound(HUB),2025-01-21 18:42
001.8805843.584374.000001302,1302,Product 1,Yeongju,commissioning,2025-02-18 12:59
001.8805843.584374.000001302,1302,Product 1,Daejeon,stock_outbound(Wholesaler),2025-02-28 18:39
001.8805843.584374.000001302,1302,Product 1,Yeongju,WMS_inbound,2025-02-24 21:13
001.8805843.584374.000001302,1302,Product 1,Daejeon,stock_outbound(Sell),2025-02-24 22:45
001.8805843.584374.000001302,1302,Product 1,Daejeon,stock_inbound(HUB),2025-03-08 14:19
001.8805843.584374.000001302,1302,Product 1,Yeongju,WMS_outbound,2025-03-08 19:40
001.8805843.584374.000001302,1302,Product 1,Daejeon,stock_inbound(Wholesaler),2025-03-16 9:45
001.8805843.584374.000001303,1303,Product 1,Daegu,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001303,1303,Product 1,Yeongju,aggregation,2025-01-21 18:19
001.8805843.584374.000001303,1303,Product 1,Daegu,stock_outbound(HUB),2025-01-21 19:11
001.8805843.584374.000001303,1303,Product 1,Yeongju,commissioning,2025-01-27 14:21
001.8805843.584374.000001303,1303,Product 1,Daegu,stock_outbound(Wholesaler),2025-01-27 16:33
001.8805843.584374.000001303,1303,Product 1,Yeongju,WMS_inbound,2025-02-15 22:36
001.8805843.584374.000001303,1303,Product 1,Daegu,stock_outbound(Sell),2025-02-16 4:49
001.8805843.584374.000001303,1303,Product 1,Daegu,stock_inbound(HUB),2025-03-05 22:25
001.8805843.584374.000001303,1303,Product 1,Yeongju,WMS_outbound,2025-03-06 3:14
001.8805843.584374.000001303,1303,Product 1,Daegu,stock_inbound(Wholesaler),2025-03-27 13:37
001.8805843.584374.000001304,1304,Product 1,Daejeon,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001304,1304,Product 1,Yeongju,aggregation,2025-01-21 18:18
001.8805843.584374.000001304,1304,Product 1,Daejeon,stock_outbound(HUB),2025-01-21 19:06
001.8805843.584374.000001304,1304,Product 1,Yeongju,commissioning,2025-02-24 15:19
001.8805843.584374.000001304,1304,Product 1,Daejeon,stock_outbound(Wholesaler),2025-02-24 20:39
001.8805843.584374.000001304,1304,Product 1,Yeongju,WMS_inbound,2025-03-06 6:07
001.8805843.584374.000001304,1304,Product 1,Daejeon,stock_outbound(Sell),2025-03-06 6:16
001.8805843.584374.000001304,1304,Product 1,Daejeon,stock_inbound(HUB),2025-03-10 8:06
001.8805843.584374.000001304,1304,Product 1,Yeongju,WMS_outbound,2025-03-10 12:58
001.8805843.584374.000001304,1304,Product 1,Daejeon,stock_inbound(Wholesaler),2025-04-11 7:34
001.8805843.584374.000001305,1305,Product 1,Daegu,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001305,1305,Product 1,Yeongju,aggregation,2025-01-21 18:03
001.8805843.584374.000001305,1305,Product 1,Daegu,stock_outbound(HUB),2025-01-21 18:59
001.8805843.584374.000001305,1305,Product 1,Yeongju,commissioning,2025-02-27 10:30
001.8805843.584374.000001305,1305,Product 1,Daegu,stock_outbound(Wholesaler),2025-02-27 17:24
001.8805843.584374.000001305,1305,Product 1,Yeongju,WMS_inbound,2025-03-04 5:08
001.8805843.584374.000001305,1305,Product 1,Daegu,stock_outbound(Sell),2025-03-14 10:24
001.8805843.584374.000001305,1305,Product 1,Daegu,stock_inbound(HUB),2025-03-09 21:08
001.8805843.584374.000001305,1305,Product 1,Yeongju,WMS_outbound,2025-03-10 4:36
001.8805843.584374.000001305,1305,Product 1,Daegu,stock_inbound(Wholesaler),2025-03-15 7:54
001.8805843.584374.000001306,1306,Product 1,Daejeon,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001306,1306,Product 1,Yeongju,aggregation,2025-01-21 18:19
001.8805843.584374.000001306,1306,Product 1,Daejeon,stock_outbound(HUB),2025-01-21 18:29
001.8805843.584374.000001306,1306,Product 1,Yeongju,commissioning,2025-01-30 9:39
001.8805843.584374.000001306,1306,Product 1,Daejeon,stock_outbound(Wholesaler),2025-01-30 11:08
001.8805843.584374.000001306,1306,Product 1,Yeongju,WMS_inbound,2025-02-02 4:16
001.8805843.584374.000001306,1306,Product 1,Daejeon,stock_outbound(Sell),2025-02-02 7:21
001.8805843.584374.000001306,1306,Product 1,Daejeon,stock_inbound(HUB),2025-03-10 12:46
001.8805843.584374.000001306,1306,Product 1,Yeongju,WMS_outbound,2025-03-20 17:37
001.8805843.584374.000001306,1306,Product 1,Daejeon,stock_inbound(Wholesaler),2025-03-16 9:04
001.8805843.584374.000001307,1307,Product 1,Gwangju,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001307,1307,Product 1,Yeongju,aggregation,2025-01-21 17:56
001.8805843.584374.000001307,1307,Product 1,Gwangju,stock_outbound(HUB),2025-01-21 18:11
001.8805843.584374.000001307,1307,Product 1,Yeongju,commissioning,2025-02-10 11:47
001.8805843.584374.000001307,1307,Product 1,Gwangju,stock_outbound(Wholesaler),2025-02-10 14:38
001.8805843.584374.000001307,1307,Product 1,Yeongju,WMS_inbound,2025-03-18 13:57
001.8805843.584374.000001307,1307,Product 1,Gwangju,stock_outbound(Sell),2025-03-18 16:54
001.8805843.584374.000001307,1307,Product 1,Gwangju,stock_inbound(HUB),2025-04-05 16:49
001.8805843.584374.000001307,1307,Product 1,Yeongju,WMS_outbound,2025-04-05 19:38
001.8805843.584374.000001307,1307,Product 1,Gwangju,stock_inbound(Wholesaler),2025-04-09 4:39
001.8805843.584374.000001308,1308,Product 1,Gwangju,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001308,1308,Product 1,Yeongju,aggregation,2025-01-21 18:31
001.8805843.584374.000001308,1308,Product 1,Gwangju,stock_outbound(HUB),2025-01-21 18:50
001.8805843.584374.000001308,1308,Product 1,Yeongju,commissioning,2025-02-16 1:41
001.8805843.584374.000001308,1308,Product 1,Gwangju,stock_outbound(Wholesaler),2025-02-16 8:32
001.8805843.584374.000001308,1308,Product 1,Yeongju,WMS_inbound,2025-03-12 5:17
001.8805843.584374.000001308,1308,Product 1,Gwangju,stock_outbound(Sell),2025-03-12 6:48
001.8805843.584374.000001308,1308,Product 1,Gwangju,stock_inbound(HUB),2025-04-13 9:04
001.8805843.584374.000001308,1308,Product 1,Yeongju,WMS_outbound,2025-04-13 13:45
001.8805843.584374.000001308,1308,Product 1,Gwangju,stock_inbound(Wholesaler),2025-05-17 23:33
001.8805843.584374.000001309,1309,Product 1,Daegu,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001309,1309,Product 1,Yeongju,aggregation,2025-01-21 18:22
001.8805843.584374.000001309,1309,Product 1,Daegu,stock_outbound(HUB),2025-01-21 18:50
001.8805843.584374.000001309,1309,Product 1,Yeongju,commissioning,2025-02-04 20:21
001.8805843.584374.000001309,1309,Product 1,Daegu,stock_outbound(Wholesaler),2025-02-04 23:51
001.8805843.584374.000001309,1309,Product 1,Yeongju,WMS_inbound,2025-03-05 0:37
001.8805843.584374.000001309,1309,Product 1,Daegu,stock_outbound(Sell),2025-03-05 1:44
001.8805843.584374.000001309,1309,Product 1,Daegu,stock_inbound(HUB),2025-03-13 16:06
001.8805843.584374.000001309,1309,Product 1,Yeongju,WMS_outbound,2025-03-14 1:36
001.8805843.584374.000001309,1309,Product 1,Daegu,stock_inbound(Wholesaler),2025-04-09 4:07
001.8805843.584374.000001310,1310,Product 1,Busan,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001310,1310,Product 1,Yeongju,aggregation,2025-01-21 18:00
001.8805843.584374.000001310,1310,Product 1,Busan,stock_outbound(HUB),2025-01-21 18:43
001.8805843.584374.000001310,1310,Product 1,Yeongju,commissioning,2025-02-22 1:50
001.8805843.584374.000001310,1310,Product 1,Busan,stock_outbound(Wholesaler),2025-02-22 6:54
001.8805843.584374.000001310,1310,Product 1,Yeongju,WMS_inbound,2025-03-23 17:05
001.8805843.584374.000001310,1310,Product 1,Busan,stock_outbound(Sell),2025-03-24 1:14
001.8805843.584374.000001310,1310,Product 1,Busan,stock_inbound(HUB),2025-04-25 7:17
001.8805843.584374.000001310,1310,Product 1,Yeongju,WMS_outbound,2025-04-25 17:59
001.8805843.584374.000001310,1310,Product 1,Busan,stock_inbound(Wholesaler),2025-05-17 16:50
001.8805843.584374.000001311,1311,Product 1,Daejeon,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001311,1311,Product 1,Yeongju,aggregation,2025-01-21 18:09
001.8805843.584374.000001311,1311,Product 1,Daejeon,stock_outbound(HUB),2025-01-21 19:10
001.8805843.584374.000001311,1311,Product 1,Yeongju,commissioning,2025-02-13 18:50
001.8805843.584374.000001311,1311,Product 1,Daejeon,stock_outbound(Wholesaler),2025-02-13 21:09
001.8805843.584374.000001311,1311,Product 1,Yeongju,WMS_inbound,2025-02-20 20:01
001.8805843.584374.000001311,1311,Product 1,Daejeon,stock_outbound(Sell),2025-02-20 23:11
001.8805843.584374.000001311,1311,Product 1,Daejeon,stock_inbound(HUB),2025-03-25 6:12
001.8805843.584374.000001311,1311,Product 1,Yeongju,WMS_outbound,2025-03-25 15:37
001.8805843.584374.000001311,1311,Product 1,Daejeon,stock_inbound(Wholesaler),2025-03-28 7:52
001.8805843.584374.000001312,1312,Product 1,Gwangju,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001312,1312,Product 1,Yeongju,aggregation,2025-02-21 18:02
001.8805843.584374.000001312,1312,Product 1,Gwangju,stock_outbound(HUB),2025-01-21 18:15
001.8805843.584374.000001312,1312,Product 1,Yeongju,commissioning,2025-01-29 19:30
001.8805843.584374.000001312,1312,Product 1,Gwangju,stock_outbound(Wholesaler),2025-01-29 23:13
001.8805843.584374.000001312,1312,Product 1,Yeongju,WMS_inbound,2025-03-06 17:36
001.8805843.584374.000001312,1312,Product 1,Gwangju,stock_outbound(Sell),2025-03-06 19:13
001.8805843.584374.000001312,1312,Product 1,Gwangju,stock_inbound(HUB),2025-03-25 0:58
001.8805843.584374.000001312,1312,Product 1,Yeongju,WMS_outbound,2025-03-25 6:40
001.8805843.584374.000001312,1312,Product 1,Gwangju,stock_inbound(Wholesaler),2025-04-24 19:21
001.8805843.584374.000001313,1313,Product 1,Seoul,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001313,1313,Product 1,Yeongju,aggregation,2025-01-21 18:13
001.8805843.584374.000001313,1313,Product 1,Seoul,stock_outbound(HUB),2025-01-21 18:35
001.8805843.584374.000001313,1313,Product 1,Yeongju,commissioning,2025-02-16 21:50
001.8805843.584374.000001313,1313,Product 1,Seoul,stock_outbound(Wholesaler),2025-02-17 3:26
001.8805843.584374.000001313,1313,Product 1,Yeongju,WMS_inbound,2025-02-27 17:30
001.8805843.584374.000001313,1313,Product 1,Seoul,stock_outbound(Sell),2025-02-28 1:14
001.8805843.584374.000001313,1313,Product 1,Seoul,stock_inbound(HUB),2025-04-01 19:16
001.8805843.584374.000001313,1313,Product 1,Yeongju,WMS_outbound,2025-04-01 23:14
001.8805843.584374.000001313,1313,Product 1,Seoul,stock_inbound(Wholesaler),2025-05-18 7:39
001.8805843.584374.000001314,1314,Product 1,Daegu,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001314,1314,Product 1,Yeongju,aggregation,2025-01-21 18:20
001.8805843.584374.000001314,1314,Product 1,Daegu,stock_outbound(HUB),2025-01-21 18:51
001.8805843.584374.000001314,1314,Product 1,Yeongju,commissioning,2025-02-19 22:36
001.8805843.584374.000001314,1314,Product 1,Daegu,stock_outbound(Wholesaler),2025-02-20 4:04
001.8805843.584374.000001314,1314,Product 1,Yeongju,WMS_inbound,2025-03-25 2:46
001.8805843.584374.000001314,1314,Product 1,Daegu,stock_outbound(Sell),2025-03-25 6:50
001.8805843.584374.000001314,1314,Product 1,Daegu,stock_inbound(HUB),2025-03-25 21:32
001.8805843.584374.000001314,1314,Product 1,Yeongju,WMS_outbound,2025-03-25 22:12
001.8805843.584374.000001314,1314,Product 1,Daegu,stock_inbound(Wholesaler),2025-04-23 15:44
001.8805843.584374.000001315,1315,Product 1,Busan,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001315,1315,Product 1,Yeongju,aggregation,2025-01-21 18:05
001.8805843.584374.000001315,1315,Product 1,Busan,stock_outbound(HUB),2025-01-21 18:29
001.8805843.584374.000001315,1315,Product 1,Yeongju,commissioning,2025-02-09 11:49
001.8805843.584374.000001315,1315,Product 1,Busan,stock_outbound(Wholesaler),2025-02-09 21:14
001.8805843.584374.000001315,1315,Product 1,Yeongju,WMS_inbound,2025-02-16 20:11
001.8805843.584374.000001315,1315,Product 1,Busan,stock_outbound(Sell),2025-02-16 22:06
001.8805843.584374.000001315,1315,Product 1,Busan,stock_inbound(HUB),2025-03-04 9:58
001.8805843.584374.000001315,1315,Product 1,Yeongju,WMS_outbound,2025-03-04 14:29
001.8805843.584374.000001315,1315,Product 1,Busan,stock_inbound(Wholesaler),2025-04-20 2:49
001.8805843.584374.000001316,1316,Product 1,Gwangju,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001316,1316,Product 1,Yeongju,aggregation,2025-01-21 18:15
001.8805843.584374.000001316,1316,Product 1,Gwangju,stock_outbound(HUB),2025-01-21 18:34
001.8805843.584374.000001316,1316,Product 1,Yeongju,commissioning,2025-02-05 18:27
001.8805843.584374.000001316,1316,Product 1,Gwangju,stock_outbound(Wholesaler),2025-02-05 15:00
001.8805843.584374.000001316,1316,Product 1,Yeongju,WMS_inbound,2025-02-27 9:56
001.8805843.584374.000001316,1316,Product 1,Gwangju,stock_outbound(Sell),2025-02-27 11:13
001.8805843.584374.000001316,1316,Product 1,Gwangju,stock_inbound(HUB),2025-04-02 3:28
001.8805843.584374.000001316,1316,Product 1,Yeongju,WMS_outbound,2025-04-02 6:30
001.8805843.584374.000001316,1316,Product 1,Gwangju,stock_inbound(Wholesaler),2025-05-06 0:35
001.8805843.584374.000001317,1317,Product 1,Daegu,stock_inbound(Reseller),2025-02-21 17:54
001.8805843.584374.000001317,1317,Product 1,Yeongju,aggregation,2025-01-21 18:08
001.8805843.584374.000001317,1317,Product 1,Daegu,stock_outbound(HUB),2025-01-21 19:08
001.8805843.584374.000001317,1317,Product 1,Yeongju,commissioning,2025-02-22 1:28
001.8805843.584374.000001317,1317,Product 1,Daegu,stock_outbound(Wholesaler),2025-02-22 7:19
001.8805843.584374.000001317,1317,Product 1,Yeongju,WMS_inbound,2025-03-19 7:41
001.8805843.584374.000001317,1317,Product 1,Daegu,stock_outbound(Sell),2025-03-19 10:25
001.8805843.584374.000001317,1317,Product 1,Daegu,stock_inbound(HUB),2025-03-24 16:08
001.8805843.584374.000001317,1317,Product 1,Yeongju,WMS_outbound,2025-03-24 17:38
001.8805843.584374.000001317,1317,Product 1,Daegu,stock_inbound(Wholesaler),2025-04-21 0:18
001.8805843.584374.000001318,1318,Product 1,Daegu,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001318,1318,Product 1,Yeongju,aggregation,2025-01-21 18:08
001.8805843.584374.000001318,1318,Product 1,Daegu,stock_outbound(HUB),2025-01-21 18:49
001.8805843.584374.000001318,1318,Product 1,Yeongju,commissioning,2025-01-24 8:17
001.8805843.584374.000001318,1318,Product 1,Daegu,stock_outbound(Wholesaler),2025-01-24 10:26
001.8805843.584374.000001318,1318,Product 1,Yeongju,WMS_inbound,2025-02-17 23:10
001.8805843.584374.000001318,1318,Product 1,Daegu,stock_outbound(Sell),2025-02-18 6:48
001.8805843.584374.000001318,1318,Product 1,Daegu,stock_inbound(HUB),2025-03-07 1:31
001.8805843.584374.000001318,1318,Product 1,Yeongju,WMS_outbound,2025-03-07 9:00
001.8805843.584374.000001318,1318,Product 1,Daegu,stock_inbound(Wholesaler),2025-03-09 22:29
001.8805843.584374.000001319,1319,Product 1,Daegu,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001319,1319,Product 1,Yeongju,aggregation,2025-01-21 18:01
001.8805843.584374.000001319,1319,Product 1,Daegu,stock_outbound(HUB),2025-01-21 18:32
001.8805843.584374.000001319,1319,Product 1,Yeongju,commissioning,2025-01-31 11:36
001.8805843.584374.000001319,1319,Product 1,Daegu,stock_outbound(Wholesaler),2025-01-31 14:55
001.8805843.584374.000001319,1319,Product 1,Yeongju,WMS_inbound,2025-02-07 13:27
001.8805843.584374.000001319,1319,Product 1,Daegu,stock_outbound(Sell),2025-02-07 22:51
001.8805843.584374.000001319,1319,Product 1,Daegu,stock_inbound(HUB),2025-02-27 15:21
001.8805843.584374.000001319,1319,Product 1,Yeongju,WMS_outbound,2025-02-27 23:30
001.8805843.584374.000001319,1319,Product 1,Daegu,stock_inbound(Wholesaler),2025-03-01 20:32
001.8805843.584374.000001320,1320,Product 1,Gwangju,stock_inbound(Reseller),2025-01-21 17:54
001.8805843.584374.000001320,1320,Product 1,Yeongju,aggregation,2025-01-21 18:07
001.8805843.584374.000001320,1320,Product 1,Gwangju,stock_outbound(HUB),2025-01-21 18:50
