epc_code,product_serial,product_name,hub_type,event_type,event_time,latitude,longitude
001.8805843.584374.000000003,3,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-03 1:23,35.354865,129.043881
001.8805843.584374.000000003,3,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-07 2:46,35.354865,129.043881
001.8805843.584374.000000003,3,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-07 6:22,35.202279,129.083947
001.8805843.584374.000000003,3,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-04-07 0:04,35.202279,129.083947
001.8805843.584374.000000003,3,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-04-07 2:29,35.259242,129.092119
001.8805843.584374.000000003,3,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-21 5:36,35.259242,129.092119
001.8805843.584374.000000004,4,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000004,4,Product 1,Yeongju,aggregation,2025-01-21 18:08,36.8032,128.6083
001.8805843.584374.000000004,4,Product 1,Yeongju,WMS_inbound,2025-01-21 18:59,36.8032,128.6083
001.8805843.584374.000000004,4,Product 1,Yeongju,stock_inbound(HUB),2025-02-14 11:01,36.8032,128.6083
001.8805843.584374.000000004,4,Product 1,Busan_yangsan,WMS_outbound,2025-02-14 6:58,35.354865,129.043881
001.8805843.584374.000000004,4,Product 1,Busan_yangsan,stock_inbound(Wholesaler),2025-03-19 11:13,35.354865,129.043881
001.8805843.584374.000000004,4,Product 1,Busan_dongnea,stock_outbound(HUB),2025-03-19 3:36,35.202279,129.083947
001.8805843.584374.000000004,4,Product 1,Busan_dongnea,stock_inbound(Reseller),2025-03-30 14:18,35.202279,129.083947
001.8805843.584374.000000004,4,Product 1,Busan_gumjung,stock_outbound(Wholesaler),2025-03-30 6:51,35.259242,129.092119
001.8805843.584374.000000004,4,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-11 23:39,35.259242,129.092119
001.8805843.584374.000000005,5,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000005,5,Product 1,Yeongju,aggregation,2025-01-21 18:03,36.8032,128.6083
001.8805843.584374.000000005,5,Product 1,Yeongju,WMS_inbound,2025-01-21 18:22,36.8032,128.6083
001.8805843.584374.000000005,5,Product 1,Yeongju,WMS_outbound,2025-01-24 20:08,36.8032,128.6083
001.8805843.584374.000000005,5,Product 1,Busan_yangsan,stock_inbound(HUB),2025-01-24 22:46,35.354865,129.043881
001.8805843.584374.000000005,5,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-14 22:17,35.354865,129.043881
001.8805843.584374.000000005,5,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-15 3:01,35.202279,129.083947
001.8805843.584374.000000005,5,Product 1,Busan_dongnea,stock_inbound(Reseller),2025-02-19 16:05,35.202279,129.083947
001.8805843.584374.000000005,5,Product 1,Busan_gumjung,stock_outbound(Wholesaler),2025-02-19 6:54,35.259242,129.092119
001.8805843.584374.000000005,5,Product 1,Busan_gumjung,stock_outbound(Sell),2025-02-27 23:18,35.259242,129.092119
001.8805843.584374.000000006,6,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000006,6,Product 1,Yeongju,aggregation,2025-01-21 18:24,36.8032,128.6083
001.8805843.584374.000000006,6,Product 1,Yeongju,WMS_inbound,2025-01-21 18:49,36.8032,128.6083
001.8805843.584374.000000006,6,Product 1,Yeongju,WMS_outbound,2025-02-08 16:49,36.8032,128.6083
001.8805843.584374.000000006,6,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-08 19:50,35.354865,129.043881
001.8805843.584374.000000006,6,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-27 19:01,35.354865,129.043881
001.8805843.584374.000000006,6,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-28 3:40,35.202279,129.083947
001.8805843.584374.000000006,6,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-15 15:46,35.202279,129.083947
001.8805843.584374.000000006,6,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-15 21:40,35.259242,129.092119
001.8805843.584374.000000006,6,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-10 20:43,35.259242,129.092119
001.8805843.584374.000000007,7,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000007,7,Product 1,Yeongju,aggregation,2025-01-21 18:20,36.8032,128.6083
001.8805843.584374.000000007,7,Product 1,Yeongju,WMS_inbound,2025-01-21 18:38,36.8032,128.6083
001.8805843.584374.000000007,7,Product 1,Yeongju,stock_inbound(HUB),2025-02-18 10:57,36.8032,128.6083
001.8805843.584374.000000007,7,Product 1,Busan_yangsan,WMS_outbound,2025-02-18 5:20,35.354865,129.043881
001.8805843.584374.000000007,7,Product 1,Busan_yangsan,stock_inbound(Wholesaler),2025-03-10 18:43,35.354865,129.043881
001.8805843.584374.000000007,7,Product 1,Busan_dongnea,stock_outbound(HUB),2025-03-10 9:39,35.202279,129.083947
001.8805843.584374.000000007,7,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-18 11:47,35.202279,129.083947
001.8805843.584374.000000007,7,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-18 13:03,35.259242,129.092119
001.8805843.584374.000000007,7,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-02 3:43,35.259242,129.092119
001.8805843.584374.000000008,8,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000008,8,Product 1,Yeongju,aggregation,2025-01-21 18:22,36.8032,128.6083
001.8805843.584374.000000008,8,Product 1,Yeongju,WMS_inbound,2025-01-21 18:56,36.8032,128.6083
001.8805843.584374.000000008,8,Product 1,Yeongju,WMS_outbound,2025-02-17 12:55,36.8032,128.6083
001.8805843.584374.000000008,8,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-17 20:52,35.354865,129.043881
001.8805843.584374.000000008,8,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-28 14:22,35.354865,129.043881
001.8805843.584374.000000008,8,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-28 19:44,35.202279,129.083947
001.8805843.584374.000000008,8,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-10 17:32,35.202279,129.083947
001.8805843.584374.000000008,8,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-10 22:10,35.259242,129.092119
001.8805843.584374.000000008,8,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-03 2:53,35.259242,129.092119
001.8805843.584374.000000009,9,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000009,9,Product 1,Yeongju,aggregation,2025-01-21 18:23,36.8032,128.6083
001.8805843.584374.000000009,9,Product 1,Yeongju,WMS_inbound,2025-01-21 19:01,36.8032,128.6083
001.8805843.584374.000000009,9,Product 1,Yeongju,stock_inbound(HUB),2025-02-18 16:07,36.8032,128.6083
001.8805843.584374.000000009,9,Product 1,Busan_yangsan,WMS_outbound,2025-02-18 8:08,35.354865,129.043881
001.8805843.584374.000000009,9,Product 1,Busan_yangsan,stock_inbound(Wholesaler),2025-03-08 15:42,35.354865,129.043881
001.8805843.584374.000000009,9,Product 1,Busan_dongnea,stock_outbound(HUB),2025-03-08 6:39,35.202279,129.083947
001.8805843.584374.000000009,9,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-25 21:10,35.202279,129.083947
001.8805843.584374.000000009,9,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-26 3:47,35.259242,129.092119
001.8805843.584374.000000009,9,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-24 19:47,35.259242,129.092119
001.8805843.584374.000000010,10,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000010,10,Product 1,Yeongju,aggregation,2025-01-21 18:10,36.8032,128.6083
001.8805843.584374.000000010,10,Product 1,Yeongju,WMS_inbound,2025-01-21 18:36,36.8032,128.6083
001.8805843.584374.000000010,10,Product 1,Yeongju,WMS_outbound,2025-02-21 2:57,36.8032,128.6083
001.8805843.584374.000000010,10,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-21 5:54,35.354865,129.043881
001.8805843.584374.000000010,10,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-29 2:29,35.354865,129.043881
001.8805843.584374.000000010,10,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-29 3:47,35.202279,129.083947
001.8805843.584374.000000010,10,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-04-23 13:18,35.202279,129.083947
001.8805843.584374.000000010,10,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-04-23 15:59,35.259242,129.092119
001.8805843.584374.000000010,10,Product 1,Busan_gumjung,stock_outbound(Sell),2025-05-15 14:41,35.259242,129.092119
001.8805843.584374.000000011,11,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000011,11,Product 1,Yeongju,aggregation,2025-01-21 18:11,36.8032,128.6083
001.8805843.584374.000000011,11,Product 1,Yeongju,WMS_inbound,2025-01-21 18:29,36.8032,128.6083
001.8805843.584374.000000011,11,Product 1,Yeongju,stock_inbound(HUB),2025-02-11 14:45,36.8032,128.6083
001.8805843.584374.000000011,11,Product 1,Busan_yangsan,WMS_outbound,2025-02-11 6:28,35.354865,129.043881
001.8805843.584374.000000011,11,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-01 8:16,35.354865,129.043881
001.8805843.584374.000000011,11,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-01 9:34,35.202279,129.083947
001.8805843.584374.000000011,11,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-22 2:16,35.202279,129.083947
001.8805843.584374.000000011,11,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-22 8:30,35.259242,129.092119
001.8805843.584374.000000011,11,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-26 19:31,35.259242,129.092119
001.8805843.584374.000000012,12,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000012,12,Product 1,Yeongju,aggregation,2025-01-21 18:10,36.8032,128.6083
001.8805843.584374.000000012,12,Product 1,Yeongju,WMS_inbound,2025-01-21 18:49,36.8032,128.6083
001.8805843.584374.000000012,12,Product 1,Yeongju,WMS_outbound,2025-01-31 1:45,36.8032,128.6083
001.8805843.584374.000000012,12,Product 1,Busan_yangsan,stock_inbound(HUB),2025-01-31 2:49,35.354865,129.043881
001.8805843.584374.000000012,12,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-09 23:27,35.354865,129.043881
001.8805843.584374.000000012,12,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-10 3:53,35.202279,129.083947
001.8805843.584374.000000012,12,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-05 13:54,35.202279,129.083947
001.8805843.584374.000000012,12,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-05 19:24,35.259242,129.092119
001.8805843.584374.000000012,12,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-04 11:57,35.259242,129.092119
001.8805843.584374.000000013,13,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000013,13,Product 1,Yeongju,aggregation,2025-01-21 18:14,36.8032,128.6083
001.8805843.584374.000000013,13,Product 1,Yeongju,WMS_inbound,2025-01-21 18:38,36.8032,128.6083
001.8805843.584374.000000013,13,Product 1,Yeongju,WMS_outbound,2025-02-04 20:16,36.8032,128.6083
001.8805843.584374.000000013,13,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-04 21:21,35.354865,129.043881
001.8805843.584374.000000013,13,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-11 20:41,35.354865,129.043881
001.8805843.584374.000000013,13,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-11 22:38,35.202279,129.083947
001.8805843.584374.000000013,13,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-04-05 14:26,35.202279,129.083947
001.8805843.584374.000000013,13,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-04-05 22:52,35.259242,129.092119
001.8805843.584374.000000013,13,Product 1,Busan_gumjung,stock_outbound(Sell),2025-05-08 0:12,35.259242,129.092119
001.8805843.584374.000000014,14,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000014,14,Product 1,Yeongju,aggregation,2025-01-21 18:03,36.8032,128.6083
001.8805843.584374.000000014,14,Product 1,Yeongju,WMS_inbound,2025-01-21 19:02,36.8032,128.6083
001.8805843.584374.000000014,14,Product 1,Yeongju,WMS_outbound,2025-01-25 11:35,36.8032,128.6083
001.8805843.584374.000000014,14,Product 1,Busan_yangsan,stock_inbound(HUB),2025-01-25 15:25,35.354865,129.043881
001.8805843.584374.000000014,14,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-24 13:34,35.354865,129.043881
001.8805843.584374.000000014,14,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-24 17:57,35.202279,129.083947
001.8805843.584374.000000014,14,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-16 10:46,35.202279,129.083947
001.8805843.584374.000000014,14,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-16 16:59,35.259242,129.092119
001.8805843.584374.000000014,14,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-02 2:45,35.259242,129.092119
001.8805843.584374.000000015,15,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000015,15,Product 1,Yeongju,aggregation,2025-01-21 18:20,36.8032,128.6083
001.8805843.584374.000000015,15,Product 1,Yeongju,WMS_inbound,2025-01-21 18:43,36.8032,128.6083
001.8805843.584374.000000015,15,Product 1,Yeongju,stock_inbound(HUB),2025-02-26 19:33,36.8032,128.6083
001.8805843.584374.000000015,15,Product 1,Busan_yangsan,WMS_outbound,2025-02-26 9:56,35.354865,129.043881
001.8805843.584374.000000015,15,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-24 16:59,35.354865,129.043881
001.8805843.584374.000000015,15,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-24 18:54,35.202279,129.083947
001.8805843.584374.000000015,15,Product 1,Busan_dongnea,stock_inbound(Reseller),2025-04-17 16:46,35.202279,129.083947
001.8805843.584374.000000015,15,Product 1,Busan_gumjung,stock_outbound(Wholesaler),2025-04-17 8:00,35.259242,129.092119
001.8805843.584374.000000015,15,Product 1,Busan_gumjung,stock_outbound(Sell),2025-05-08 4:41,35.259242,129.092119
001.8805843.584374.000000016,16,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000016,16,Product 1,Yeongju,aggregation,2025-01-21 18:01,36.8032,128.6083
001.8805843.584374.000000016,16,Product 1,Yeongju,WMS_inbound,2025-01-21 18:32,36.8032,128.6083
001.8805843.584374.000000016,16,Product 1,Yeongju,WMS_outbound,2025-02-24 23:02,36.8032,128.6083
001.8805843.584374.000000016,16,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-25 8:37,35.354865,129.043881
001.8805843.584374.000000016,16,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-09 5:21,35.354865,129.043881
001.8805843.584374.000000016,16,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-09 8:20,35.202279,129.083947
001.8805843.584374.000000016,16,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-26 19:52,35.202279,129.083947
001.8805843.584374.000000016,16,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-27 2:38,35.259242,129.092119
001.8805843.584374.000000016,16,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-27 4:15,35.259242,129.092119
001.8805843.584374.000000017,17,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000017,17,Product 1,Yeongju,aggregation,2025-01-21 18:00,36.8032,128.6083
001.8805843.584374.000000017,17,Product 1,Yeongju,WMS_inbound,2025-01-21 19:00,36.8032,128.6083
001.8805843.584374.000000017,17,Product 1,Yeongju,stock_inbound(HUB),2025-02-12 10:49,36.8032,128.6083
001.8805843.584374.000000017,17,Product 1,Busan_yangsan,WMS_outbound,2025-02-12 5:57,35.354865,129.043881
001.8805843.584374.000000017,17,Product 1,Busan_yangsan,stock_inbound(Wholesaler),2025-02-15 10:32,35.354865,129.043881
001.8805843.584374.000000017,17,Product 1,Busan_dongnea,stock_outbound(HUB),2025-02-15 2:53,35.202279,129.083947
001.8805843.584374.000000017,17,Product 1,Busan_dongnea,stock_inbound(Reseller),2025-03-04 10:29,35.202279,129.083947
001.8805843.584374.000000017,17,Product 1,Busan_gumjung,stock_outbound(Wholesaler),2025-03-04 3:41,35.259242,129.092119
001.8805843.584374.000000017,17,Product 1,Busan_gumjung,stock_outbound(Sell),2025-03-31 16:21,35.259242,129.092119
001.8805843.584374.000000018,18,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000018,18,Product 1,Yeongju,aggregation,2025-01-21 17:58,36.8032,128.6083
001.8805843.584374.000000018,18,Product 1,Yeongju,WMS_inbound,2025-01-21 18:33,36.8032,128.6083
001.8805843.584374.000000018,18,Product 1,Yeongju,WMS_outbound,2025-01-22 2:36,36.8032,128.6083
001.8805843.584374.000000018,18,Product 1,Busan_yangsan,stock_inbound(HUB),2025-01-22 8:31,35.354865,129.043881
001.8805843.584374.000000018,18,Product 1,Busan_yangsan,stock_inbound(Wholesaler),2025-02-17 12:10,35.354865,129.043881
001.8805843.584374.000000018,18,Product 1,Busan_dongnea,stock_outbound(HUB),2025-02-17 3:15,35.202279,129.083947
001.8805843.584374.000000018,18,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-22 19:42,35.202279,129.083947
001.8805843.584374.000000018,18,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-23 1:26,35.259242,129.092119
001.8805843.584374.000000018,18,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-22 16:56,35.259242,129.092119
001.8805843.584374.000000019,19,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000019,19,Product 1,Yeongju,aggregation,2025-01-21 18:00,36.8032,128.6083
001.8805843.584374.000000019,19,Product 1,Yeongju,WMS_inbound,2025-01-21 18:12,36.8032,128.6083
001.8805843.584374.000000019,19,Product 1,Yeongju,stock_inbound(HUB),2025-02-01 15:06,36.8032,128.6083
001.8805843.584374.000000019,19,Product 1,Busan_yangsan,WMS_outbound,2025-02-01 8:34,35.354865,129.043881
001.8805843.584374.000000019,19,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-21 1:51,35.354865,129.043881
001.8805843.584374.000000019,19,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-21 3:01,35.202279,129.083947
001.8805843.584374.000000019,19,Product 1,Busan_dongnea,stock_inbound(Reseller),2025-03-03 13:45,35.202279,129.083947
001.8805843.584374.000000019,19,Product 1,Busan_gumjung,stock_outbound(Wholesaler),2025-03-03 5:29,35.259242,129.092119
001.8805843.584374.000000019,19,Product 1,Busan_gumjung,stock_outbound(Sell),2025-03-21 7:33,35.259242,129.092119
001.8805843.584374.000000020,20,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000020,20,Product 1,Yeongju,aggregation,2025-01-21 18:10,36.8032,128.6083
001.8805843.584374.000000020,20,Product 1,Yeongju,WMS_inbound,2025-01-21 19:02,36.8032,128.6083
001.8805843.584374.000000020,20,Product 1,Yeongju,stock_inbound(HUB),2025-02-27 14:09,36.8032,128.6083
001.8805843.584374.000000020,20,Product 1,Busan_yangsan,WMS_outbound,2025-02-27 6:49,35.354865,129.043881
001.8805843.584374.000000020,20,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-03 12:29,35.354865,129.043881
001.8805843.584374.000000020,20,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-03 15:18,35.202279,129.083947
001.8805843.584374.000000020,20,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-03 20:19,35.202279,129.083947
001.8805843.584374.000000020,20,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-04 0:02,35.259242,129.092119
001.8805843.584374.000000020,20,Product 1,Busan_gumjung,stock_outbound(Sell),2025-03-26 14:42,35.259242,129.092119
001.8805843.584374.000000021,21,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000021,21,Product 1,Yeongju,aggregation,2025-01-21 18:08,36.8032,128.6083
001.8805843.584374.000000021,21,Product 1,Yeongju,WMS_inbound,2025-01-21 18:50,36.8032,128.6083
001.8805843.584374.000000021,21,Product 1,Yeongju,stock_inbound(HUB),2025-02-15 12:28,36.8032,128.6083
001.8805843.584374.000000021,21,Product 1,Busan_yangsan,WMS_outbound,2025-02-15 7:09,35.354865,129.043881
001.8805843.584374.000000021,21,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-21 1:22,35.354865,129.043881
001.8805843.584374.000000021,21,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-21 7:56,35.202279,129.083947
001.8805843.584374.000000021,21,Product 1,Busan_dongnea,stock_inbound(Reseller),2025-04-08 14:24,35.202279,129.083947
001.8805843.584374.000000021,21,Product 1,Busan_gumjung,stock_outbound(Wholesaler),2025-04-08 5:02,35.259242,129.092119
001.8805843.584374.000000021,21,Product 1,Busan_gumjung,stock_outbound(Sell),2025-05-04 0:36,35.259242,129.092119
001.8805843.584374.000000022,22,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000022,22,Product 1,Yeongju,aggregation,2025-01-21 18:14,36.8032,128.6083
001.8805843.584374.000000022,22,Product 1,Yeongju,WMS_inbound,2025-01-21 18:44,36.8032,128.6083
001.8805843.584374.000000022,22,Product 1,Yeongju,stock_inbound(HUB),2025-02-13 15:59,36.8032,128.6083
001.8805843.584374.000000022,22,Product 1,Busan_yangsan,WMS_outbound,2025-02-13 7:26,35.354865,129.043881
001.8805843.584374.000000022,22,Product 1,Busan_yangsan,stock_inbound(Wholesaler),2025-02-15 11:16,35.354865,129.043881
001.8805843.584374.000000022,22,Product 1,Busan_dongnea,stock_outbound(HUB),2025-02-15 4:19,35.202279,129.083947
001.8805843.584374.000000022,22,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-21 22:44,35.202279,129.083947
001.8805843.584374.000000022,22,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-22 0:26,35.259242,129.092119
001.8805843.584374.000000022,22,Product 1,Busan_gumjung,stock_outbound(Sell),2025-04-18 6:33,35.259242,129.092119
001.8805843.584374.000000023,23,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000023,23,Product 1,Yeongju,aggregation,2025-01-21 18:08,36.8032,128.6083
001.8805843.584374.000000023,23,Product 1,Yeongju,WMS_inbound,2025-01-21 19:03,36.8032,128.6083
001.8805843.584374.000000023,23,Product 1,Yeongju,WMS_outbound,2025-02-07 3:54,36.8032,128.6083
001.8805843.584374.000000023,23,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-07 5:16,35.354865,129.043881
001.8805843.584374.000000023,23,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-24 0:31,35.354865,129.043881
001.8805843.584374.000000023,23,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-24 2:29,35.202279,129.083947
001.8805843.584374.000000023,23,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-12 16:10,35.202279,129.083947
001.8805843.584374.000000023,23,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-12 21:01,35.259242,129.092119
001.8805843.584374.000000023,23,Product 1,Busan_gumjung,stock_outbound(Sell),2025-03-14 21:38,35.259242,129.092119
001.8805843.584374.000000024,24,Product 1,Yeongju,commissioning,2025-01-21 17:54,36.8032,128.6083
001.8805843.584374.000000024,24,Product 1,Yeongju,aggregation,2025-01-21 18:00,36.8032,128.6083
001.8805843.584374.000000024,24,Product 1,Yeongju,WMS_inbound,2025-01-21 18:23,36.8032,128.6083
001.8805843.584374.000000024,24,Product 1,Yeongju,WMS_outbound,2025-01-30 15:05,36.8032,128.6083
001.8805843.584374.000000024,24,Product 1,Busan_yangsan,stock_inbound(HUB),2025-01-31 1:00,35.354865,129.043881
001.8805843.584374.000000024,24,Product 1,Busan_yangsan,stock_outbound(HUB),2025-03-06 23:00,35.354865,129.043881
001.8805843.584374.000000024,24,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-07 0:18,35.202279,129.083947
